gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000175197.6	DDIT3	protein_coding	chr12	57910371	57914300	-	1178	677	1473	616	1447	1399	2486	547	1720	627	1621	1661	3173
ENSG00000175198.10	PCCA	protein_coding	chr13	100741269	101182686	+	4486	168	119	198	126	162	147	145	64	135	73	146	80
ENSG00000175203.11	DCTN2	protein_coding	chr12	57923885	57941114	-	4239	2484	1853	2444	1791	3451	3549	2154	1961	2284	1936	3640	3334
ENSG00000175206.6	NPPA	protein_coding	chr1	11905766	11908402	-	1120	52	55	35	52	21	42	11	22	15	23	15	10
ENSG00000175213.2	ZNF408	protein_coding	chr11	46722368	46727462	+	3078	436	538	448	531	418	538	482	695	442	685	493	535
ENSG00000175215.5	CTDSP2	protein_coding	chr12	58213710	58240522	-	5442	6107	1781	6557	1805	7457	4443	9352	1486	9080	1292	8517	3603
ENSG00000175216.10	CKAP5	protein_coding	chr11	46764598	46867847	-	8547	2678	3583	2795	3217	2535	3611	2405	4704	2562	4659	2754	3936
ENSG00000175220.7	ARHGAP1	protein_coding	chr11	46698630	46722165	-	6138	2465	1929	2380	1897	2435	2596	1934	1908	2099	2018	2252	1973
ENSG00000175221.10	MED16	protein_coding	chr19	867962	893218	-	3890	2069	3108	2097	3548	2460	3993	2005	3949	1995	3944	2441	2722
ENSG00000175224.12	ATG13	protein_coding	chr11	46638826	46696368	+	7315	2068	1415	1959	1426	2173	2390	1883	1549	1954	1516	2513	2415
ENSG00000175262.10	C1orf127	protein_coding	chr1	11006528	11042094	-	3573	7	0	15	2	3	3	6	0	1	0	2	0
ENSG00000175265.13	GOLGA8A	protein_coding	chr15	34671269	34880704	-	7908	2723	5396	2730	5080	1402	1871	5982	3985	7182	4814	1850	1996
ENSG00000175267.10	VWA3A	protein_coding	chr16	22103859	22168287	+	5039	31	13	27	14	19	14	28	16	39	15	30	16
ENSG00000175274.14	TP53I11	protein_coding	chr11	44907454	44972840	-	7342	3009	1218	3064	1357	2104	1991	3535	1442	3808	1231	3689	1902
ENSG00000175279.17	APITD1	protein_coding	chr1	10490159	10512210	+	2857	71	75	72	79	58	94	52	78	39	90	70	71
ENSG00000175283.7	DOLK	protein_coding	chr9	131707809	131709898	-	2090	297	298	267	302	264	404	209	342	210	366	262	319
ENSG00000175287.14	PHYHD1	protein_coding	chr9	131683174	131704320	+	2915	29	15	23	17	24	11	20	6	24	4	7	7
ENSG00000175294.5	CATSPER1	protein_coding	chr11	65784223	65793988	-	2687	8	4	5	5	4	2	4	1	1	1	4	0
ENSG00000175305.12	CCNE2	protein_coding	chr8	95891998	95908906	-	4399	143	102	133	72	46	44	82	47	75	51	60	23
ENSG00000175309.10	PHYKPL	protein_coding	chr5	177635498	177659792	-	8402	3846	2857	3636	2945	2276	2351	3294	2992	3692	3305	2413	1977
ENSG00000175318.7	GRAMD2	protein_coding	chr15	72452148	72490126	-	4987	1	0	0	3	1	3	1	3	2	1	0	1
ENSG00000175322.7	ZNF519	protein_coding	chr18	14057456	14132489	-	7945	147	84	154	71	112	68	148	37	186	48	116	60
ENSG00000175324.5	LSM1	protein_coding	chr8	38020839	38034248	-	1690	424	592	431	582	324	563	247	603	259	671	337	551
ENSG00000175334.3	BANF1	protein_coding	chr11	65769550	65771620	+	1645	1694	2713	1546	2522	1024	2186	786	2362	768	2393	1041	1922
ENSG00000175336.8	APOF	protein_coding	chr12	56754353	56756607	-	1715	8	2	8	3	4	2	5	2	8	1	3	1
ENSG00000175348.6	TMEM9B	protein_coding	chr11	8968841	8986558	-	3064	1191	1235	1172	1171	1177	1738	1416	1957	1365	1904	1386	1911
ENSG00000175352.6	NRIP3	protein_coding	chr11	9002123	9025596	-	4123	24	20	17	18	50	49	14	29	15	22	12	37
ENSG00000175354.14	PTPN2	protein_coding	chr18	12785477	12929642	-	6921	2259	4947	2318	4544	1438	3035	2220	4990	2492	5193	2142	3105
ENSG00000175356.8	SCUBE2	protein_coding	chr11	9041071	9159661	-	7968	2	3	2	4	0	0	0	5	0	0	0	1
ENSG00000175376.4	EIF1AD	protein_coding	chr11	65764016	65769647	-	3327	1252	1734	1218	1679	1111	1680	1122	1901	1132	1866	1479	1934
ENSG00000175387.11	SMAD2	protein_coding	chr18	45357922	45457515	-	13770	1965	1881	2014	1765	2563	2592	2487	2371	2523	2325	2865	2829
ENSG00000175390.8	EIF3F	protein_coding	chr11	7991798	8023409	+	9431	4696	3620	4633	3299	4271	4061	4021	4375	3998	4366	4445	3862
ENSG00000175395.11	ZNF25	protein_coding	chr10	38238500	38265561	-	4244	414	384	400	363	612	526	417	314	488	319	558	424
ENSG00000175414.6	ARL10	protein_coding	chr5	175792471	175828866	+	11459	1616	1539	1731	1550	1062	1324	2496	2383	2525	2614	1985	1686
ENSG00000175416.8	CLTB	protein_coding	chr5	175819456	175843570	-	2039	1073	1228	994	1248	650	1266	595	1245	631	1174	612	1083
ENSG00000175426.6	PCSK1	protein_coding	chr5	95726119	95769847	-	5307	0	2	1	0	0	0	1	2	2	0	1	2
ENSG00000175445.10	LPL	protein_coding	chr8	19759228	19824769	+	4382	256	43	256	28	19	50	38	29	45	16	20	29
ENSG00000175449.9	RFESD	protein_coding	chr5	94982458	95020477	+	5062	45	109	53	96	46	94	28	117	18	128	35	92
ENSG00000175455.10	CCDC14	protein_coding	chr3	123616152	123680564	-	11732	3139	1979	3278	1539	2006	1608	2301	874	2594	948	1884	1268
ENSG00000175463.7	TBC1D10C	protein_coding	chr11	67171386	67177560	+	5010	9204	1255	8592	1293	4902	1720	7937	270	8236	282	4621	648
ENSG00000175467.10	SART1	protein_coding	chr11	65729160	65747299	+	4323	3635	4014	3256	4117	2976	4203	2984	5342	2943	5179	3437	4120
ENSG00000175470.14	PPP2R2D	protein_coding	chr10	133747955	133773331	+	6114	1230	983	1247	946	1291	1329	1062	997	1161	944	1319	1230
ENSG00000175471.15	MCTP1	protein_coding	chr5	94039446	94620279	-	12089	109	63	144	48	83	54	140	50	161	53	84	64
ENSG00000175482.4	POLD4	protein_coding	chr11	67118248	67124443	-	3049	1223	252	1210	219	629	372	1185	85	1279	72	660	205
ENSG00000175489.9	LRRC25	protein_coding	chr19	18501954	18508427	-	2415	20	6	21	6	24	15	168	33	190	34	24	11
ENSG00000175505.9	CLCF1	protein_coding	chr11	67131639	67141648	-	1986	1235	399	1101	366	456	438	1312	392	1352	377	1193	542
ENSG00000175509.8	RP11-395L14.13	pseudogene	chr2	114425055	114426198	-	698	0	1	0	1	0	0	0	0	1	2	1	1
ENSG00000175513.5	TSGA10IP	polymorphic_pseudogene	chr11	65712916	65727434	+	2062	1	0	3	1	0	0	1	0	0	0	1	1
ENSG00000175514.2	GPR152	protein_coding	chr11	67218772	67220200	-	1429	13	3	12	0	7	2	24	3	19	2	7	2
ENSG00000175518.6	UBQLNL	protein_coding	chr11	5535623	5537935	-	2313	59	14	48	19	36	13	70	10	80	10	58	11
ENSG00000175536.6	LIPT2	protein_coding	chr11	74202757	74204778	-	1187	86	68	83	63	55	62	98	69	77	70	92	54
ENSG00000175538.6	KCNE3	protein_coding	chr11	74165886	74178774	-	3677	25	11	16	9	6	6	15	9	12	6	1	1
ENSG00000175544.9	CABP4	protein_coding	chr11	67219877	67226699	+	2701	74	7	64	7	20	9	50	8	74	10	20	7
ENSG00000175548.4	ALG10B	protein_coding	chr12	38710380	38717784	+	4377	87	76	132	69	77	93	151	122	207	144	120	114
ENSG00000175550.3	DRAP1	protein_coding	chr11	65686728	65689032	+	1737	1981	1541	1764	1523	1756	1936	1214	1289	1147	1257	1468	1398
ENSG00000175556.12	LONRF3	protein_coding	chrX	118108581	118152318	+	4037	85	180	86	206	96	151	47	563	63	485	127	413
ENSG00000175564.8	UCP3	protein_coding	chr11	73711326	73720480	-	3684	190	184	177	171	131	146	147	116	140	124	167	126
ENSG00000175567.4	UCP2	protein_coding	chr11	73685712	73694352	-	3237	8344	1795	8303	1559	4772	2442	8979	866	9414	916	5031	1304
ENSG00000175573.6	C11orf68	protein_coding	chr11	65684279	65686588	-	1761	1115	494	1097	534	1353	980	1205	536	1159	516	1316	701
ENSG00000175575.8	PAAF1	protein_coding	chr11	73587744	73638790	+	4558	691	644	580	610	434	614	483	519	495	552	424	565
ENSG00000175581.9	MRPL48	protein_coding	chr11	73498361	73576178	+	4386	682	613	675	507	486	530	402	429	432	431	504	454
ENSG00000175582.15	RAB6A	protein_coding	chr11	73386683	73472182	-	4896	1771	1776	1681	1671	2816	2967	2047	2451	2212	2337	3000	3189
ENSG00000175591.7	P2RY2	protein_coding	chr11	72929343	72947397	+	2861	15	2	12	2	3	0	15	3	9	11	5	1
ENSG00000175592.4	FOSL1	protein_coding	chr11	65659520	65668044	-	1887	92	373	80	393	29	308	35	563	34	577	83	456
ENSG00000175595.10	ERCC4	protein_coding	chr16	14014014	14046202	+	8460	466	475	482	502	416	480	457	676	497	706	452	504
ENSG00000175600.11	C7orf10	protein_coding	chr7	40174575	40900362	+	3590	17	16	17	11	4	10	16	9	12	6	7	8
ENSG00000175602.2	CCDC85B	protein_coding	chr11	65657875	65659105	+	1231	1358	2333	1397	2978	750	1279	682	1990	716	2031	719	634
ENSG00000175604.2	RP11-276H1.3	protein_coding	chr16	12180603	12184159	-	1974	15	0	2	0	2	1	3	1	9	0	2	1
ENSG00000175606.6	TMEM70	protein_coding	chr8	74884672	74895018	+	2982	725	3462	738	3420	677	2447	522	5869	577	5666	1052	3062
ENSG00000175611.7	LINC00476	processed_transcript	chr9	98521513	98638259	-	5100	139	110	145	105	121	143	110	76	105	64	112	63
ENSG00000175634.10	RPS6KB2	protein_coding	chr11	67195931	67202872	+	5815	1762	1420	1742	1256	1298	1502	1478	1236	1534	1169	1625	1270
ENSG00000175643.7	RMI2	protein_coding	chr16	11343476	11445619	+	2701	440	279	404	200	206	103	433	93	461	77	447	59
ENSG00000175662.13	TOM1L2	protein_coding	chr17	17746828	17875736	-	7860	1135	439	1056	495	1061	881	1069	411	1126	429	928	651
ENSG00000175691.8	ZNF77	protein_coding	chr19	2933216	2944969	-	2437	160	209	145	246	132	255	113	262	113	250	174	244
ENSG00000175697.6	GPR156	protein_coding	chr3	119883492	120003941	-	6058	1	6	1	9	0	8	3	4	3	5	3	4
ENSG00000175701.6	LINC00116	lincRNA	chr2	110969106	111002997	-	2051	304	483	280	528	147	415	83	240	83	246	98	143
ENSG00000175707.7	C1orf172	protein_coding	chr1	27276053	27286897	-	1793	38	17	50	15	35	19	46	31	42	30	16	9
ENSG00000175711.4	B3GNTL1	protein_coding	chr17	80900031	81009686	-	6891	213	305	199	309	162	226	133	232	139	273	130	174
ENSG00000175727.9	MLXIP	protein_coding	chr12	122516628	122631894	+	13905	4665	4301	4609	4385	2715	3899	4403	5873	4616	6022	3307	3858
ENSG00000175730.7	BAK1P1	pseudogene	chr20	31276723	31278816	-	2094	66	74	62	65	54	53	25	21	20	24	19	19
ENSG00000175741.4	RWDD4P2	pseudogene	chr7	39894093	39894655	-	563	1	2	0	0	0	0	2	0	1	1	1	1
ENSG00000175749.11	EIF3KP1	pseudogene	chr5	102368080	102368735	+	656	1	6	1	4	1	7	1	1	0	3	1	3
ENSG00000175756.9	AURKAIP1	protein_coding	chr1	1309110	1310875	-	1669	2074	2707	1964	2795	1068	1843	1096	2234	1025	2240	1104	1660
ENSG00000175764.10	TTLL11	protein_coding	chr9	124584207	124855885	-	3535	81	146	101	141	50	149	80	263	89	262	83	192
ENSG00000175768.8	TOMM5	protein_coding	chr9	37582643	37592639	-	3644	400	743	375	730	184	543	255	843	283	959	231	548
ENSG00000175773.8	RP11-121M22.1	lincRNA	chr11	130184888	130263688	+	957	6	1	8	3	8	8	8	10	9	5	8	6
ENSG00000175782.8	SLC35E3	protein_coding	chr12	69139886	69187508	+	5612	534	176	568	163	460	288	502	130	499	116	397	211
ENSG00000175787.12	ZNF169	protein_coding	chr9	97021593	97063736	+	5518	495	350	589	404	359	365	767	493	833	528	531	434
ENSG00000175792.7	RUVBL1	protein_coding	chr3	127783621	127872757	-	6860	1587	3743	1484	3761	623	2502	826	5030	938	5421	803	2611
ENSG00000175793.10	SFN	protein_coding	chr1	27189633	27190947	+	1315	6	22	7	21	6	7	7	12	2	16	4	4
ENSG00000175800.4	OR52B3P	pseudogene	chr11	4399512	4400457	+	946	1	0	2	2	0	1	1	0	1	1	1	0
ENSG00000175806.10	MSRA	protein_coding	chr8	9911778	10286401	+	4162	245	216	249	225	162	201	197	281	188	258	239	268
ENSG00000175820.2	CCDC168	protein_coding	chr13	103381801	103389159	-	7359	9	17	13	9	17	16	5	14	3	17	10	19
ENSG00000175826.7	CTDNEP1	protein_coding	chr17	7146910	7155810	-	2584	2987	3992	2761	4093	2190	3282	2282	4284	2285	4284	2589	3367
ENSG00000175832.8	ETV4	protein_coding	chr17	41605212	41656988	-	3607	34	22	37	10	5	13	9	9	5	7	3	8
ENSG00000175841.7	FAM172BP	pseudogene	chr3	101237711	101242731	+	2295	13	7	12	7	31	39	5	11	6	2	3	1
ENSG00000175854.7	SWI5	protein_coding	chr9	131037658	131051269	+	1649	229	184	233	185	192	198	132	98	135	97	145	128
ENSG00000175857.4	GAPT	protein_coding	chr5	57787262	57792917	+	3273	1671	67	1598	47	458	179	2249	85	2284	77	932	177
ENSG00000175866.11	BAIAP2	protein_coding	chr17	79008948	79091232	+	10262	302	121	316	139	225	146	119	137	106	121	100	122
ENSG00000175868.9	CALCB	protein_coding	chr11	14926543	15103888	+	3937	9	1	13	1	3	7	27	3	20	1	8	0
ENSG00000175873.3	AC004840.9	lincRNA	chr7	2477398	2487485	+	2067	115	38	101	36	72	42	122	35	126	29	62	32
ENSG00000175874.5	CREG2	protein_coding	chr2	101962013	102004057	-	7150	0	0	0	0	2	1	0	1	1	1	5	1
ENSG00000175886.9	RPL7AP66	pseudogene	chr18	36914836	36915639	-	804	3	4	2	4	1	1	2	2	3	1	3	2
ENSG00000175893.7	ZDHHC21	protein_coding	chr9	14611069	14693469	-	9426	1634	881	1778	847	920	761	1926	1086	2048	1170	1289	974
ENSG00000175894.10	TSPEAR	protein_coding	chr21	45917775	46131495	-	4409	5	0	0	0	2	0	11	4	8	7	5	3
ENSG00000175895.3	PLEKHF2	protein_coding	chr8	96146032	96168912	+	3137	3144	1079	2944	1095	2131	1572	4853	1517	4999	1372	3755	1974
ENSG00000175898.4	CTD-2369P2.2	lincRNA	chr19	10332111	10333870	-	1760	102	292	113	297	214	404	49	231	36	186	234	256
ENSG00000175899.10	A2M	protein_coding	chr12	9220260	9268825	-	6384	75	26	65	33	22	24	12	24	14	16	10	3
ENSG00000175906.4	ARL4D	protein_coding	chr17	41476327	41478505	+	1612	83	31	89	41	34	40	116	24	123	23	43	27
ENSG00000175911.4	AC127496.1	protein_coding	chr17	78977135	78978932	+	1798	48	27	37	20	43	33	77	26	95	40	68	46
ENSG00000175920.11	DOK7	protein_coding	chr4	3465033	3503200	+	4036	361	3	304	3	67	7	168	9	215	2	24	3
ENSG00000175928.5	LRRN1	protein_coding	chr3	3841121	3889387	+	4264	30	9	38	10	7	7	71	31	78	35	41	38
ENSG00000175931.8	UBE2O	protein_coding	chr17	74385532	74449288	-	6472	3256	2440	3061	2673	2243	2856	3815	3071	3775	3097	3186	2892
ENSG00000175938.6	ORAI3	protein_coding	chr16	30960387	30967782	+	2643	437	74	425	63	402	211	614	78	639	72	487	199
ENSG00000175967.3	RP11-544L8__B.4	antisense	chr6	114225302	114242806	+	2255	2	0	0	2	0	0	1	5	0	2	1	1
ENSG00000175970.7	UNC119B	protein_coding	chr12	121148238	121161443	+	4560	1046	762	1098	786	1342	1352	1493	1023	1584	1065	1857	1444
ENSG00000175984.10	DENND2C	protein_coding	chr1	115125469	115213043	-	7408	28	23	30	18	67	69	62	33	67	29	123	112
ENSG00000175985.8	PLEKHD1	protein_coding	chr14	69951409	69995215	+	5044	5	10	4	8	0	8	4	4	2	5	6	3
ENSG00000176009.2	ASCL3	protein_coding	chr11	8959119	8964580	-	688	0	1	0	0	0	1	4	1	4	2	5	2
ENSG00000176014.8	TUBB6	protein_coding	chr18	12307668	12344319	+	4117	1143	1370	1024	1249	547	1005	458	712	470	730	613	827
ENSG00000176018.8	LYSMD3	protein_coding	chr5	89811428	89825401	-	4459	1025	1042	973	1077	1100	1498	1403	1863	1272	1756	2115	2641
ENSG00000176022.3	B3GALT6	protein_coding	chr1	1167629	1170421	+	2793	1022	2143	1068	2386	817	1913	743	3367	746	3234	874	1975
ENSG00000176024.12	ZNF613	protein_coding	chr19	52430400	52452012	+	3146	228	255	225	247	247	346	291	409	295	428	361	444
ENSG00000176029.9	C11orf16	protein_coding	chr11	8941623	8954553	-	2607	4	0	2	2	1	4	5	2	2	2	7	3
ENSG00000176043.4	RP1-146I3.1	pseudogene	chr14	73396320	73396638	-	319	3	2	2	0	1	3	1	0	1	2	3	1
ENSG00000176046.7	NUPR1	protein_coding	chr16	28548606	28550495	-	1097	32	9	35	25	4	3	12	12	15	7	0	0
ENSG00000176049.11	JAKMIP2	protein_coding	chr5	146967990	147162338	-	6214	72	23	47	19	56	39	20	10	28	11	20	8
ENSG00000176054.6	RPL23P2	pseudogene	chr21	30369934	30370354	-	421	23	19	25	23	21	18	17	10	19	19	17	19
ENSG00000176055.9	MBLAC2	protein_coding	chr5	89754020	89770585	-	5676	317	340	354	382	352	307	417	342	422	419	353	323
ENSG00000176058.7	TPRN	protein_coding	chr9	140086069	140098645	-	5338	506	354	440	360	422	498	470	421	398	378	554	527
ENSG00000176076.6	KCNE1L	protein_coding	chrX	108866929	108868393	-	1465	10	19	6	12	2	5	8	4	3	9	5	7
ENSG00000176083.13	ZNF683	protein_coding	chr1	26688125	26701013	-	2379	10	7	11	5	2	5	3	1	4	0	0	0
ENSG00000176087.10	SLC35A4	protein_coding	chr5	139944041	139948688	+	4023	2867	4462	2843	4376	2451	4993	2274	5585	2323	5704	2386	4143
ENSG00000176092.9	AIM1L	protein_coding	chr1	26648350	26680621	-	5135	21	26	23	14	28	24	36	15	39	17	27	13
ENSG00000176095.7	IP6K1	protein_coding	chr3	49761727	49823975	-	5200	2039	2017	1872	2060	2053	2666	1954	2806	1983	2805	2540	3039
ENSG00000176101.7	SSNA1	protein_coding	chr9	140083099	140084822	+	1183	1476	1372	1338	1403	1359	1855	1255	1655	1071	1557	1476	1731
ENSG00000176102.7	CSTF3	protein_coding	chr11	33098734	33183917	-	4517	927	1451	927	1286	666	1153	732	1718	808	1804	842	1120
ENSG00000176105.9	YES1	protein_coding	chr18	721588	812547	-	5100	27	27	37	36	62	47	6	10	9	6	3	4
ENSG00000176108.5	CHMP6	protein_coding	chr17	78965398	78983317	+	2118	497	586	525	578	388	694	337	698	401	724	301	527
ENSG00000176124.7	DLEU1	protein_coding	chr13	50656307	51297372	+	9926	279	282	239	247	123	137	262	292	281	248	188	192
ENSG00000176125.3	UFSP1	protein_coding	chr7	100486346	100487339	-	994	51	94	39	81	12	60	32	202	47	185	30	61
ENSG00000176142.8	TMEM39A	protein_coding	chr3	119148347	119187677	-	5333	942	1157	878	1056	908	1344	878	1695	868	1607	1538	1963
ENSG00000176148.11	TCP11L1	protein_coding	chr11	33060963	33127489	+	5370	392	454	402	443	403	583	501	716	542	702	656	760
ENSG00000176153.10	GPX2	protein_coding	chr14	65405870	65409531	-	1407	7	1	10	4	2	7	6	5	7	1	4	4
ENSG00000176155.14	CCDC57	protein_coding	chr17	80059336	80170706	-	12397	1228	1776	1199	1835	999	1398	782	1575	847	1692	807	1034
ENSG00000176160.5	HSF5	protein_coding	chr17	56497528	56565745	-	4094	146	377	170	362	92	216	159	573	168	611	189	347
ENSG00000176170.9	SPHK1	protein_coding	chr17	74372665	74383941	+	4416	125	816	116	897	153	1070	45	1346	57	1604	236	1864
ENSG00000176171.7	BNIP3	protein_coding	chr10	133781578	133795435	-	2111	255	174	341	255	270	290	717	111	753	93	242	145
ENSG00000176177.9	ENTHD1	protein_coding	chr22	40139049	40289868	-	3068	21	24	20	15	38	65	11	8	13	7	6	37
ENSG00000176182.5	MYPOP	protein_coding	chr19	46393278	46405862	-	1890	232	142	232	124	224	174	194	81	224	78	240	139
ENSG00000176183.8	CH17-12M21.1	pseudogene	chr5	97674448	97675536	+	1089	0	1	2	0	1	3	1	0	0	1	1	0
ENSG00000176208.4	ATAD5	protein_coding	chr17	29158988	29222887	+	7075	538	497	635	397	316	300	539	339	649	325	425	340
ENSG00000176209.7	SMIM19	protein_coding	chr8	42396298	42409603	+	3323	745	1151	695	1141	574	1000	548	1340	656	1429	674	974
ENSG00000176222.7	ZNF404	protein_coding	chr19	44376515	44405537	-	2476	259	72	241	95	157	100	255	85	306	73	171	91
ENSG00000176225.8	RTTN	protein_coding	chr18	67671029	67873181	-	9077	690	647	710	561	618	677	783	679	776	587	848	760
ENSG00000176236.4	C10orf111	protein_coding	chr10	15137384	15139318	-	1714	7	4	3	2	3	4	7	8	6	6	9	3
ENSG00000176244.6	ACBD7	protein_coding	chr10	15119522	15130775	-	1498	7	0	4	2	3	1	7	4	4	6	4	6
ENSG00000176248.7	ANAPC2	protein_coding	chr9	140069236	140082989	-	4627	2458	2308	2530	2456	1732	2317	2150	2436	2177	2502	1911	1919
ENSG00000176261.11	ZBTB8OS	protein_coding	chr1	33065773	33116504	-	3531	651	645	551	573	451	646	449	596	467	600	525	607
ENSG00000176268.5	CYCSP34	pseudogene	chr13	41437735	41438038	-	304	26	11	27	5	18	6	14	5	23	7	13	3
ENSG00000176273.10	SLC35G1	protein_coding	chr10	95653730	95715819	+	6829	95	105	85	87	53	88	47	52	45	78	39	42
ENSG00000176274.6	SLC25A53	protein_coding	chrX	103343898	103401708	-	6844	343	198	395	216	240	196	436	230	412	224	276	199
ENSG00000176289.4	IDSP1	pseudogene	chrX	148606540	148607582	+	376	7	0	6	3	4	3	8	0	5	3	3	3
ENSG00000176293.15	ZNF135	protein_coding	chr19	58570607	58597677	+	6418	377	396	379	379	226	392	457	430	549	479	422	481
ENSG00000176340.3	COX8A	protein_coding	chr11	63742079	63744015	+	507	1427	1115	1383	1136	811	1141	754	887	811	911	827	932
ENSG00000176343.5	RPL37AP8	pseudogene	chr11	111759923	111760198	-	276	0	0	1	0	1	0	1	0	1	1	0	3
ENSG00000176358.11	TAC4	protein_coding	chr17	47915671	47925379	-	1001	11	10	22	11	18	18	23	12	20	9	18	13
ENSG00000176371.9	ZSCAN2	protein_coding	chr15	85144217	85171027	+	4878	375	440	404	498	446	630	383	610	406	563	465	565
ENSG00000176381.4	PRR18	protein_coding	chr6	166719168	166721936	-	2769	3	20	5	20	0	14	0	10	2	10	0	6
ENSG00000176383.8	B3GNT4	protein_coding	chr12	122688090	122693499	+	4690	39	59	37	63	34	46	17	50	27	30	12	37
ENSG00000176386.4	CDC26	protein_coding	chr9	116018115	116037869	-	1175	74	109	59	84	84	151	60	103	49	96	79	115
ENSG00000176387.6	HSD11B2	protein_coding	chr16	67464555	67471456	+	2674	17	154	16	162	2	19	8	162	11	202	11	40
ENSG00000176390.10	CRLF3	protein_coding	chr17	29096406	29151794	-	4472	2223	1513	2217	1436	1928	1900	2797	1999	2973	1923	2511	2103
ENSG00000176393.6	RNPEP	protein_coding	chr1	201951500	201975275	+	3111	2007	769	1907	687	1610	1191	1801	543	1879	574	2116	1288
ENSG00000176396.9	EID2	protein_coding	chr19	40028890	40030870	-	1981	532	411	488	377	497	574	511	359	473	426	472	542
ENSG00000176399.3	DMRTA1	protein_coding	chr9	22446840	22455739	+	5569	9	2	7	2	7	9	2	1	0	0	4	9
ENSG00000176401.5	EID2B	protein_coding	chr19	40021630	40023494	-	1865	152	61	152	50	122	69	154	49	152	40	109	67
ENSG00000176402.5	GJC3	protein_coding	chr7	99520892	99527243	-	1116	2	3	8	4	3	12	3	2	1	2	4	2
ENSG00000176407.13	KCMF1	protein_coding	chr2	85198216	85286595	+	7968	2062	2405	2035	2197	1951	2524	1993	2727	2099	2725	2581	2974
ENSG00000176410.7	DNAJC30	protein_coding	chr7	73095299	73097783	-	2485	346	374	312	397	212	333	263	453	238	447	170	282
ENSG00000176422.10	SPRYD4	protein_coding	chr12	56862301	56864763	+	2101	354	469	368	485	236	454	434	981	451	994	413	724
ENSG00000176428.5	VPS37D	protein_coding	chr7	73082155	73086442	+	1626	16	1	5	4	9	1	12	2	11	2	7	1
ENSG00000176438.8	SYNE3	protein_coding	chr14	95883831	95942173	-	7936	523	271	621	249	464	479	1523	324	1581	345	1274	622
ENSG00000176444.14	CLK2	protein_coding	chr1	155232659	155248282	-	3843	4620	4833	4435	4688	2704	3907	3344	4070	3974	4258	3037	3559
ENSG00000176454.9	LPCAT4	protein_coding	chr15	34651106	34659479	-	3781	1505	574	1400	579	1399	752	1238	454	1322	449	1502	490
ENSG00000176463.9	SLCO3A1	protein_coding	chr15	92396925	92715665	+	9435	198	83	203	82	277	216	40	34	50	25	15	29
ENSG00000176472.6	ZNF575	protein_coding	chr19	44029649	44040282	+	3222	74	43	88	43	108	53	82	15	81	9	60	18
ENSG00000176473.9	WDR25	protein_coding	chr14	100842755	100996640	+	4218	157	162	131	195	140	187	96	239	115	241	130	161
ENSG00000176476.4	CCDC101	protein_coding	chr16	28565236	28603111	+	2124	744	1072	714	1122	592	905	656	1110	619	1038	729	853
ENSG00000176485.6	PLA2G16	protein_coding	chr11	63340667	63384355	-	3104	57	62	53	38	72	71	28	17	25	12	33	45
ENSG00000176490.4	DIRAS1	protein_coding	chr19	2714565	2721416	-	3485	517	159	426	133	574	192	512	215	398	223	685	419
ENSG00000176531.6	PHLDB3	protein_coding	chr19	43979106	44009087	-	4553	452	452	428	484	414	422	275	377	267	393	325	291
ENSG00000176533.8	GNG7	protein_coding	chr19	2511217	2702707	-	4561	4124	113	4233	104	2510	382	7493	324	7619	312	3659	691
ENSG00000176542.5	KIAA2018	protein_coding	chr3	113367232	113415493	-	13738	2380	1024	2403	956	1603	1526	3777	1621	3874	1439	2876	2115
ENSG00000176563.5	CNTD1	protein_coding	chr17	40950810	40963605	+	3378	99	87	96	72	51	75	85	99	97	88	90	62
ENSG00000176593.3	CTD-2368P22.1	protein_coding	chr19	58513429	58522600	+	8787	504	337	531	401	279	323	1381	1424	1624	1541	1239	954
ENSG00000176595.3	KBTBD11	protein_coding	chr8	1922044	1955102	+	6710	233	290	232	292	201	222	249	328	250	266	160	223
ENSG00000176597.7	B3GNT5	protein_coding	chr3	182971032	183016292	+	8140	35	28	35	30	26	45	9	14	9	18	21	57
ENSG00000176601.7	MAP3K19	protein_coding	chr2	135722061	135805038	-	6010	0	1	0	0	0	0	1	2	1	3	2	1
ENSG00000176619.6	LMNB2	protein_coding	chr19	2427636	2456994	-	5432	2087	3986	2087	4181	1113	3763	1472	5822	1466	5789	1488	3794
ENSG00000176623.7	RMDN1	protein_coding	chr8	87480486	87526586	-	5646	1187	766	1218	709	1054	1006	1154	669	1301	647	1015	770
ENSG00000176624.9	MEX3C	protein_coding	chr18	48700920	48744674	-	7481	3319	2427	3304	2578	2739	3607	3634	4216	3600	3821	3851	4339
ENSG00000176641.6	RNF152	protein_coding	chr18	59475296	59561480	-	9924	7	1	5	2	0	3	4	8	2	2	5	4
ENSG00000176658.12	MYO1D	protein_coding	chr17	30819540	31204195	-	7731	618	739	626	857	563	918	613	1423	571	1484	811	1099
ENSG00000176659.5	C20orf197	protein_coding	chr20	58630980	58648008	+	2732	2	3	2	0	1	1	4	2	6	0	2	1
ENSG00000176681.10	LRRC37A	protein_coding	chr17	44370099	44415160	+	6506	1	1	2	1	0	0	62	55	54	38	42	65
ENSG00000176697.14	BDNF	protein_coding	chr11	27676440	27743605	-	7740	0	5	1	3	1	1	2	2	5	4	4	1
