gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000164690.3	SHH	protein_coding	chr7	155592680	155604967	-	5038	0.007	0.007	0.022	0.022	0	0.007	0	0	0	0.019	0	0.007
ENSG00000164691.12	TAGAP	protein_coding	chr6	159455500	159466184	-	4089	46.318	24.206	42.373	24.875	29.155	24.773	64.444	28.1	61.665	22.854	29.942	25.456
ENSG00000164692.13	COL1A2	protein_coding	chr7	94023873	94060544	+	11151	0.01	0.003	0.003	0.003	0	0.01	0.057	0.008	0.037	0.011	0.071	0.057
ENSG00000164694.12	FNDC1	protein_coding	chr6	159590429	159693141	+	6854	0.011	0	0	0.005	0	0	0	0.005	0	0.005	0.034	0.005
ENSG00000164695.4	CHMP4C	protein_coding	chr8	82644669	82671750	+	1866	0.176	0.058	0.293	0.119	0.173	0.195	0.297	0.135	0.221	0.1	0.759	0.247
ENSG00000164707.11	SLC13A4	protein_coding	chr7	135365985	135414006	-	8015	0.831	0.489	0.741	0.499	0.806	0.573	1.335	0.518	1.318	0.498	1.109	0.637
ENSG00000164713.5	BRI3	protein_coding	chr7	97881691	97937162	+	2548	10.352	9.366	8.875	9.192	15.97	14.191	7.453	9.135	7.719	8.857	10.045	12.727
ENSG00000164715.5	LMTK2	protein_coding	chr7	97736197	97838945	+	9139	2.19	2.357	2.207	2.583	3.943	3.737	3.21	3.665	3.443	3.634	4.457	4.564
ENSG00000164733.16	CTSB	protein_coding	chr8	11700033	11726957	-	7438	24.667	14.243	21.86	15.968	29.978	15.858	19.742	11.384	19.42	9.857	18.696	7.991
ENSG00000164741.10	DLC1	protein_coding	chr8	12940870	13373167	-	10988	0.027	0.026	0.02	0.024	0.004	0.046	0.004	0	0	0.011	0	0.003
ENSG00000164742.10	ADCY1	protein_coding	chr7	45613739	45762715	+	13530	0.014	0.021	0.013	0.008	0.014	0.016	0.018	0	0.008	0.002	0	0.005
ENSG00000164744.8	SUN3	protein_coding	chr7	48026745	48068716	-	1720	0.064	0.042	0	0.022	0	0.064	0	0	0.044	0.018	0.023	0.021
ENSG00000164746.9	C7orf57	protein_coding	chr7	48075108	48100901	+	2287	0	0.095	0.096	0.194	0.767	0.478	0.017	0.124	0.016	0.164	0.103	0.279
ENSG00000164751.10	PEX2	protein_coding	chr8	77892494	77913280	-	5002	8.148	6.402	8.066	5.6	7.729	6.631	8.599	4.427	8.395	4.636	7.955	6.193
ENSG00000164754.8	RAD21	protein_coding	chr8	117858174	117887105	-	6192	36.194	36.655	36.386	37.358	49.184	41.366	43.383	51.057	44.08	50.459	48.187	46.219
ENSG00000164758.3	MED30	protein_coding	chr8	118532952	118552501	+	1440	10.061	6.8	10.115	6.192	11.053	9.745	12.361	6.356	12.071	6.069	12.914	9.648
ENSG00000164761.4	TNFRSF11B	protein_coding	chr8	119935796	119964439	-	2827	0.013	0	0	0.065	0.065	0	0.028	0.011	0.013	0.077	0.111	0.163
ENSG00000164764.10	SBSPON	protein_coding	chr8	73976775	74036323	-	4383	1.027	0.389	0.798	0.211	0.568	0.349	0.886	0.201	0.991	0.164	0.655	0.218
ENSG00000164776.5	PHKG1	protein_coding	chr7	56148440	56160689	-	2289	1.087	1.141	0.843	1.18	0.907	0.908	1.056	1.044	1.277	1.105	1.168	1.037
ENSG00000164808.12	SPIDR	protein_coding	chr8	48173167	48648868	+	7477	8.563	3.366	7.987	2.697	7.701	3.603	12.195	2.743	12.686	2.655	9.865	4.242
ENSG00000164815.6	ORC5	protein_coding	chr7	103766788	103848495	-	3724	5.226	6.73	5.153	6.667	6.814	8.79	3.907	7.002	4.567	7.451	5.585	7.699
ENSG00000164818.11	HEATR2	protein_coding	chr7	766338	829190	+	7238	5.11	10.087	4.996	10.469	3.971	7.519	4.256	12.19	4.291	12.221	4.655	8.256
ENSG00000164823.5	OSGIN2	protein_coding	chr8	90914087	90940116	+	4681	6.104	10.754	6.122	10.773	9.294	15.636	5.852	13.325	6.082	13.003	9.206	18.709
ENSG00000164828.13	SUN1	protein_coding	chr7	855528	936072	+	11908	17.656	14.379	17.403	14.417	29.937	17.665	17.159	12.296	18.482	13.572	29.689	16.736
ENSG00000164830.13	OXR1	protein_coding	chr8	107282473	107764922	+	7202	4.699	1.476	4.733	1.212	4.83	2.389	8.615	2.323	8.712	2.05	6.333	3.578
ENSG00000164841.4	TMEM74	protein_coding	chr8	109619079	109799844	-	2877	0.038	0.013	0.013	0.039	0	0.025	0	0	0.013	0	0	0
ENSG00000164845.12	FAM86FP	pseudogene	chr12	8385108	8395544	-	994	0.994	0.438	0.586	0.484	0.835	1.467	0.518	1.044	0.603	0.879	0.87	0.606
ENSG00000164849.7	GPR146	protein_coding	chr7	1084212	1098897	+	3160	0.347	0.011	0.634	0.059	0.818	0.138	3.149	0.04	3.414	0.069	0.983	0.067
ENSG00000164850.10	GPER1	protein_coding	chr7	1121844	1133451	+	3149	4.949	0.207	5.412	0.129	4.659	0.22	23.29	0.709	22.424	0.555	4.894	0.338
ENSG00000164855.11	TMEM184A	protein_coding	chr7	1581871	1600457	-	7805	0.098	0.135	0.089	0.114	0.106	0.117	0.061	0.145	0.115	0.288	0.06	0.095
ENSG00000164867.6	NOS3	protein_coding	chr7	150688083	150711676	+	5953	0.092	0.097	0.135	0.05	0.178	0.116	0.033	0.032	0.057	0.037	0.033	0.012
ENSG00000164877.14	MICALL2	protein_coding	chr7	1468101	1499138	-	8843	0.447	0.205	0.334	0.289	0.548	0.338	0.108	0.053	0.097	0.064	0.271	0.176
ENSG00000164879.6	CA3	protein_coding	chr8	86285665	86361269	+	2310	0.681	0.047	0.41	0.064	0.14	0.063	0.378	0.014	0.341	0.014	0.238	0
ENSG00000164880.11	INTS1	protein_coding	chr7	1509913	1545489	-	9588	24.855	15.498	23.939	17.126	22.597	19.1	25.491	14.267	25.626	14.61	18.199	14.176
ENSG00000164885.8	CDK5	protein_coding	chr7	150750899	150755617	-	2938	2.889	1.012	2.826	0.97	3.518	1.39	1.889	0.385	1.581	0.574	2.663	1.049
ENSG00000164889.8	SLC4A2	protein_coding	chr7	150754297	150773614	+	7590	8.483	5.729	8.353	5.786	10.169	7.804	9.887	4.691	8.983	4.536	11.407	8.839
ENSG00000164896.15	FASTK	protein_coding	chr7	150773711	150777953	-	3774	32.726	30.579	31.494	34.284	28.484	26.261	21.492	20.761	23.922	20.734	22.492	19.383
ENSG00000164897.8	TMUB1	protein_coding	chr7	150778167	150780633	-	2005	34.358	30.751	33.219	31.814	29.2	26.87	25.23	20.755	26.083	21.483	26.747	24.305
ENSG00000164898.8	C7orf55	protein_coding	chr7	139024203	139031065	+	1524	0.984	0.643	1.051	0.631	1.06	0.813	0.754	0.433	0.811	0.573	0.877	0.581
ENSG00000164902.9	PHAX	protein_coding	chr5	125935960	125962944	+	4319	10.935	15.443	10.379	15.686	12.338	16.854	11.685	21.295	11.414	20.9	13.354	20.548
ENSG00000164904.11	ALDH7A1	protein_coding	chr5	125877533	125931110	-	6911	0.635	0.378	0.648	0.209	0.354	0.111	0.803	0.191	0.916	0.185	0.637	0.21
ENSG00000164916.9	FOXK1	protein_coding	chr7	4683388	4811074	+	13407	5.411	4.891	5.84	5.437	9.068	7.969	7.463	7.252	6.879	6.747	9.516	7.753
ENSG00000164919.6	COX6C	protein_coding	chr8	100885428	100906290	-	3066	25.869	31.04	24.455	27.213	24.753	27.035	13.874	17.728	14.589	18.579	17.504	20.541
ENSG00000164920.5	OSR2	protein_coding	chr8	99956631	99964332	+	2930	0.012	0	0	0.013	0.016	0	0	0.011	0	0	0.027	0.012
ENSG00000164924.13	YWHAZ	protein_coding	chr8	101928753	101965616	-	8555	52.103	45.35	50.556	44.343	76.099	65.849	54.765	42.984	53.413	43.009	66.147	62.494
ENSG00000164929.12	BAALC	protein_coding	chr8	104152938	104242533	+	3997	0.668	0.635	0.419	0.666	0.912	0.41	0.04	0.291	0.094	0.375	0.177	0.266
ENSG00000164930.7	FZD6	protein_coding	chr8	104310661	104345094	+	4065	2.268	2.605	2.499	2.894	2.906	3.658	1.083	1.857	1.097	2.081	1.664	2.494
ENSG00000164932.8	CTHRC1	protein_coding	chr8	104383743	104395225	+	1776	0.185	0.47	0.246	0.292	0.078	0.164	0.246	0.478	0.19	0.264	0.266	0.419
ENSG00000164933.7	SLC25A32	protein_coding	chr8	104410863	104427417	-	3654	12.325	29.201	12.198	31.198	9.268	22.724	11.989	40.519	12.415	42.13	13.439	27.517
ENSG00000164934.9	DCAF13	protein_coding	chr8	104426942	104455681	+	6191	11.322	26.239	11.735	24.898	8.868	22.491	7.575	25.652	7.424	26.176	9.52	25.486
ENSG00000164935.2	DCSTAMP	protein_coding	chr8	105351315	105368917	+	2778	0.092	0.026	0.026	0.053	0.083	0.066	0.029	0.057	0.094	0	0.014	0
ENSG00000164938.9	TP53INP1	protein_coding	chr8	95938200	95961639	-	5685	33.27	5.429	34.955	6.619	19.355	6.508	60.118	5.699	60.511	5.759	29.026	6.845
ENSG00000164941.9	INTS8	protein_coding	chr8	95825539	95893974	+	7866	9.051	5.63	9	4.995	11.924	8.054	12.04	4.139	11.33	3.913	11.136	6.664
ENSG00000164944.7	KIAA1429	protein_coding	chr8	95499921	95565757	-	10771	9.035	8.9	9.534	8.773	11.651	10.542	10.769	10.268	10.907	9.946	11.816	11.776
ENSG00000164946.15	FREM1	protein_coding	chr9	14734664	14910993	-	10765	0	0	0.003	0.003	0.017	0.003	0	0	0	0.003	0.004	0.003
ENSG00000164949.3	GEM	protein_coding	chr8	95261481	95274578	-	2648	0.857	0.972	0.756	0.88	3.938	5.892	0.299	1.033	0.509	0.955	8.909	15.941
ENSG00000164951.11	PDP1	protein_coding	chr8	94870035	94938294	+	5603	8.815	2.712	8.813	2.509	14.262	6.401	12.134	2.504	11.012	2.423	17.501	8.261
ENSG00000164953.11	TMEM67	protein_coding	chr8	94767072	94831462	+	8281	0.521	0.784	0.712	0.755	0.942	0.885	0.67	0.722	0.796	0.822	0.997	1.027
ENSG00000164961.11	KIAA0196	protein_coding	chr8	126036502	126104082	-	4784	11.425	11.099	11.182	11.006	18.622	16.884	11.601	10.908	11.581	11.366	14.908	17.343
ENSG00000164967.5	RPP25L	protein_coding	chr9	34610483	34612101	-	1092	15.88	23.448	15.807	22.6	14.999	21.563	11.908	22.122	12.864	24.725	11.017	13.242
ENSG00000164970.10	FAM219A	protein_coding	chr9	34398182	34458568	-	3782	6.781	6.348	6.913	5.498	8.051	8.086	7.138	5.107	7.161	5.241	9.387	7.403
ENSG00000164972.8	C9orf24	protein_coding	chr9	34379017	34397830	-	1439	0.076	0	0.101	0.026	0.224	0.051	0.083	0	0.052	0.022	0.137	0.049
ENSG00000164975.11	SNAPC3	protein_coding	chr9	15422702	15465951	+	6684	6.699	4.205	7.104	3.825	5.833	3.725	10.676	4.141	10.699	4.572	7.565	4.316
ENSG00000164976.8	KIAA1161	protein_coding	chr9	34366668	34376851	-	6398	0.349	0.431	0.176	0.301	0.678	0.792	0.266	0.374	0.304	0.263	0.725	0.62
ENSG00000164978.13	NUDT2	protein_coding	chr9	34329504	34343709	+	1073	17.184	12.236	15.645	10.759	20.725	16.781	12.488	5.716	12.045	6.632	13.594	8.951
ENSG00000164983.6	TMEM65	protein_coding	chr8	125324231	125384933	-	3228	3.74	1.944	3.79	2.35	5.66	3.467	5.858	1.657	5.547	1.383	7.186	3.458
ENSG00000164985.10	PSIP1	protein_coding	chr9	15464064	15511017	-	6768	26.638	13.477	26.661	12.557	29.974	14.116	31.104	9.723	32.468	10.105	26.345	11.426
ENSG00000164989.11	CCDC171	protein_coding	chr9	15552895	16061661	+	15223	0.156	0.057	0.182	0.063	0.112	0.067	0.242	0.035	0.177	0.031	0.09	0.049
ENSG00000165006.9	UBAP1	protein_coding	chr9	34179003	34252521	+	3050	15.809	23.806	14.865	24.201	22.372	32.029	16.144	25.854	15.513	24.53	19.736	26.18
ENSG00000165023.5	DIRAS2	protein_coding	chr9	93372114	93405386	-	4385	0.008	0.008	0.008	0.025	0	0	0	0.007	0	0.021	0.018	0
ENSG00000165025.10	SYK	protein_coding	chr9	93564069	93660831	+	5210	77.915	16.38	77.829	14.928	44.985	20.716	112.487	15.359	108.299	15.169	55.708	22.795
ENSG00000165028.7	NIPSNAP3B	protein_coding	chr9	107526438	107539738	+	2178	6.249	1.266	6.437	1.019	5.592	1.607	10.066	0.953	11.507	1.175	8.954	2.002
ENSG00000165029.11	ABCA1	protein_coding	chr9	107543283	107690518	-	11350	1.46	0.147	1.591	0.192	0.813	0.206	4.115	0.197	4.109	0.165	1.302	0.256
ENSG00000165030.3	NFIL3	protein_coding	chr9	94171327	94186144	-	2085	3.229	4.644	2.829	5.324	7.059	10.821	3.289	6.442	3.018	5.764	15.444	15.995
ENSG00000165046.8	LETM2	protein_coding	chr8	38243725	38267045	+	6114	0.371	0.285	0.316	0.272	1.019	0.703	0.525	0.283	0.46	0.311	0.682	0.887
ENSG00000165055.11	METTL2B	protein_coding	chr7	128116783	128146656	+	6749	3.908	7.577	4.392	7.138	3.671	6.13	3.524	9.41	3.53	9.786	4.457	7.473
ENSG00000165059.5	PRKACG	protein_coding	chr9	71627469	71629039	-	1571	0.023	0	0	0	0	0	0.025	0.02	0.024	0.02	0	0.023
ENSG00000165060.7	FXN	protein_coding	chr9	71650175	71715094	+	2939	3.535	7.515	4.002	7.717	1.633	4.39	2.819	6.807	2.511	7.094	2.114	4.1
ENSG00000165066.11	NKX6-3	protein_coding	chr8	41502697	41508855	-	3079	0.024	0	0	0	0.015	0	0.94	0.02	1.18	0.02	0.077	0
ENSG00000165071.10	TMEM71	protein_coding	chr8	133697253	133772958	-	3329	9.121	1.743	9.156	1.478	7.539	2.048	12.361	0.416	12.434	0.384	7.133	0.319
ENSG00000165072.9	MAMDC2	protein_coding	chr9	72658497	72841886	+	3854	0	0	0.009	0.01	0	0.009	0.031	0	0.01	0.008	0.01	0
ENSG00000165076.9	PRSS37	protein_coding	chr7	141536086	141541287	-	2203	0.066	0.033	0.033	0.017	0.209	0.083	0.054	0.029	0.051	0.085	0.143	0.048
ENSG00000165092.8	ALDH1A1	protein_coding	chr9	75515578	75695358	-	2849	0.976	0.369	0.626	0.247	0.421	0.179	0.195	0.077	0.381	0.088	0.097	0.025
ENSG00000165097.9	KDM1B	protein_coding	chr6	18155560	18224084	+	4633	4.683	2.669	4.512	2.827	6.224	4.98	5.014	2.24	5.029	2.432	5.465	4.276
ENSG00000165102.10	HGSNAT	protein_coding	chr8	42995556	43057998	+	8985	11.352	3.94	10.546	4.064	16.072	6.734	14.031	3.095	15.476	3.182	19.039	7.573
ENSG00000165113.8	GKAP1	protein_coding	chr9	86354336	86444431	-	3381	3.463	0.729	3.102	0.646	3.766	1.121	4.854	0.623	4.554	0.619	5.012	2.233
ENSG00000165115.10	KIF27	protein_coding	chr9	86451613	86536342	-	5102	1.154	0.661	1.171	0.508	1.248	0.95	1.733	0.487	1.579	0.593	1.595	0.979
ENSG00000165118.10	C9orf64	protein_coding	chr9	86553226	86571901	-	2729	5.456	4.705	5.578	4.42	5.494	5.69	4.344	3.711	5.257	3.569	5.374	5.273
ENSG00000165119.14	HNRNPK	protein_coding	chr9	86582998	86595569	-	5152	105.293	133.015	102.68	131.273	109.815	132.614	102.773	167.528	100.756	165.226	112.235	146.994
ENSG00000165121.10	RP11-213G2.3	pseudogene	chr9	88430881	88464426	+	1656	3.734	1.314	3.892	1.877	2.842	1.563	3.974	1.539	3.846	1.395	3.941	1.883
ENSG00000165124.13	SVEP1	protein_coding	chr9	113127531	113342160	-	14193	0	0.008	0.003	0.01	0.016	0.003	0	0.002	0.003	0.007	0.006	0.01
ENSG00000165125.13	TRPV6	protein_coding	chr7	142568956	142583507	-	11917	0.071	0.018	0.076	0.019	0.081	0.049	0.053	0.003	0.035	0.008	0.046	0.015
ENSG00000165131.6	C7orf34	protein_coding	chr7	142636440	142637955	+	923	0	0.039	0.039	0.04	0	0	0.043	0	0.081	0	0.043	0.154
ENSG00000165138.12	ANKS6	protein_coding	chr9	101493611	101559247	-	8804	3.083	5.528	3.172	5.728	2.804	4.625	2.783	4.405	2.719	4.861	2.693	3.832
ENSG00000165140.5	FBP1	protein_coding	chr9	97365415	97402531	-	1668	6.668	2.435	6.506	3.083	2.185	0.699	2.971	0.717	2.875	0.505	1.485	0.34
ENSG00000165152.4	TMEM246	protein_coding	chr9	104235453	104295819	-	5568	0.02	0.007	0	0	0.033	0.02	0	0.006	0.02	0	0	0
ENSG00000165156.10	ZHX1	protein_coding	chr8	124260696	124287781	-	6736	4.209	7.091	3.828	7.448	3.904	6.537	4.791	11.945	4.744	11.811	5.166	8.329
ENSG00000165168.6	CYBB	protein_coding	chrX	37639264	37672714	+	4423	63.813	12.341	63.083	12.949	38.157	12.007	97.017	12.033	96.977	9.619	55.806	12.677
ENSG00000165169.6	DYNLT3	protein_coding	chrX	37696010	37706890	-	3186	8.279	7.24	8.424	7.34	15.929	12.036	10.452	6.457	9.254	6.319	15.327	11.747
ENSG00000165171.6	WBSCR27	protein_coding	chr7	73248920	73256865	-	1469	0.299	0.148	0.62	0.126	0.691	0.273	0.756	0.043	0.918	0	0.268	0.145
ENSG00000165175.11	MID1IP1	protein_coding	chrX	38660685	38665790	+	2592	10.106	12.859	8.949	16.116	10.11	11.967	27.102	53.043	24.829	52.853	23.845	18.555
ENSG00000165178.8	NCF1C	pseudogene	chr7	74572445	74587848	-	1892	11.544	1.495	10.432	1.076	8.34	2.119	12.865	0.549	13.563	0.412	6.712	0.88
ENSG00000165181.12	C9orf84	protein_coding	chr9	114448453	114557288	-	6164	0.03	0.218	0.035	0.156	0.03	0.065	0.039	0.097	0.024	0.081	0.051	0.017
ENSG00000165182.6	CXorf58	protein_coding	chrX	23925918	23957624	+	1925	0.019	0.019	0.076	0.058	0.024	0	0.021	0.016	0.058	0	0.061	0
ENSG00000165185.10	KIAA1958	protein_coding	chr9	115249127	115431677	+	13119	0.697	0.672	0.716	0.567	0.404	0.442	1.024	0.647	1.022	0.616	0.917	0.605
ENSG00000165186.9	PTCHD1	protein_coding	chrX	23352133	23422489	+	13714	0.021	0.013	0.061	0.024	0.01	0.003	0.009	0.014	0.005	0.002	0.003	0.018
ENSG00000165188.9	RNF183	protein_coding	chr9	116059373	116065656	-	3646	0.06	0.249	0.1	0.244	0.177	0.14	0.109	0.173	0.051	0.154	0.097	0.039
ENSG00000165195.9	PIGA	protein_coding	chrX	15337573	15353676	-	3746	5.078	6.458	5.074	5.877	5.604	7.132	5.895	6.306	5.78	6.891	8.218	9.244
ENSG00000165197.4	FIGF	protein_coding	chrX	15363713	15402498	-	2153	0.034	0	0.068	0.034	0.021	0.017	0	0.015	0.035	0.043	0.11	0.049
ENSG00000165209.14	STRBP	protein_coding	chr9	125871779	126030855	-	8085	24.231	7.433	24.772	6.965	22.027	11.681	29.886	9.318	30.052	8.462	29.333	14.641
ENSG00000165219.17	GAPVD1	protein_coding	chr9	128024073	128129486	+	13621	6.038	5.219	6.085	5.161	6.93	6.813	7.515	6.129	7.266	6.178	7.6	8.105
ENSG00000165233.13	C9orf89	protein_coding	chr9	95858500	95875565	+	3081	7.742	3.685	7.742	3.326	20.021	9.394	6.176	2.052	5.18	1.864	13.016	4.13
ENSG00000165238.12	WNK2	protein_coding	chr9	95947198	96082854	+	13198	0.022	0.005	0.022	0.011	0.007	0.014	0.018	0.012	0.006	0.009	0.003	0.013
ENSG00000165240.13	ATP7A	protein_coding	chrX	77166194	77305892	+	8488	2.565	1.038	2.995	1.116	4.272	2.323	4.119	1.045	4.321	0.897	3.321	1.904
ENSG00000165244.6	ZNF367	protein_coding	chr9	99148223	99180611	-	3646	4.164	4.307	3.685	3.755	2.569	2.159	2.414	3.149	2.486	3.527	2.922	1.925
ENSG00000165246.8	NLGN4Y	protein_coding	chrY	16634518	16957530	+	8206	0.134	0.057	0.111	0.068	0.152	0.333	0.159	0.077	0.137	0.095	0.153	0.225
ENSG00000165259.9	HDX	protein_coding	chrX	83572882	83757487	-	6895	0.292	0.416	0.386	0.478	0.127	0.312	0.586	0.721	0.647	0.842	0.519	0.555
ENSG00000165264.6	NDUFB6	protein_coding	chr9	32552997	32573160	-	1366	14.677	15.984	14.955	15.277	15.469	19.853	10.68	13.125	9.543	13.573	12.635	16.813
ENSG00000165271.12	NOL6	protein_coding	chr9	33461439	33473928	-	5930	18.452	51.204	16.746	53.391	10.838	42.185	11.673	65.704	12.344	65.937	13.943	44.932
ENSG00000165272.10	AQP3	protein_coding	chr9	33441152	33447609	-	2928	2.874	1.313	2.836	1.782	5.799	3.598	0.704	0.344	0.691	0.288	0.43	0.254
ENSG00000165275.5	TRMT10B	protein_coding	chr9	37753804	37778969	+	2862	10.431	6.881	9.568	7.123	11.026	8.457	11.732	7.21	13.102	7.078	11.059	8
ENSG00000165280.11	VCP	protein_coding	chr9	35056061	35073246	-	5438	63.73	78.093	61.809	77.952	74.49	104.197	56.834	89.892	52.382	85.85	76.898	110.691
ENSG00000165282.9	PIGO	protein_coding	chr9	35088685	35096591	-	7202	6.162	5.973	5.951	6.124	6.585	6.995	5.4	5.306	5.722	5.66	5.432	5.256
ENSG00000165283.11	STOML2	protein_coding	chr9	35099888	35103154	-	1653	50.395	89.871	49.325	83.266	33.604	67.631	32.977	83.726	31.501	88.503	35.226	60.527
ENSG00000165288.10	BRWD3	protein_coding	chrX	79926353	80065187	-	12694	3.588	2.254	3.732	2.326	3.206	2.202	6.458	3.055	6.953	2.956	4.714	2.92
ENSG00000165300.6	SLITRK5	protein_coding	chr13	88324870	88331871	+	4779	0.031	0.015	0.038	0.023	0.087	0.061	0.025	0.007	0.016	0	0	0
ENSG00000165304.3	MELK	protein_coding	chr9	36572859	36677678	+	3090	3.351	2.629	3.241	1.772	0.105	0.236	1.078	0.875	1.152	0.697	0.216	0.103
ENSG00000165312.5	OTUD1	protein_coding	chr10	23728198	23731308	+	3111	22.52	3.218	21.07	3.425	16.521	9.034	40.829	5.106	38.509	4.214	28.044	19.333
ENSG00000165322.13	ARHGAP12	protein_coding	chr10	32094365	32217742	-	5843	8.165	3.308	7.709	3.115	8.188	4.953	10.238	2.519	10.085	2.393	8.99	5.041
ENSG00000165338.12	HECTD2	protein_coding	chr10	93170096	93274586	+	11354	2.346	1	2.389	1.062	1.008	1.352	1.882	1.147	2.013	1.13	1.911	1.97
ENSG00000165349.7	SLC7A3	protein_coding	chrX	70145432	70150975	-	2265	0.145	0.096	0.048	0.147	0.02	0.048	0.07	0.306	0.066	0.234	0.052	0.094
ENSG00000165355.7	FBXO33	protein_coding	chr14	39866873	39901704	-	3853	9.438	5.092	8.903	4.686	12.202	8.363	9.363	3.967	9.324	3.848	10.357	8.646
ENSG00000165359.10	DDX26B	protein_coding	chrX	134654584	134716435	+	7177	18.407	8.171	18.236	7.418	17.254	7.979	19.725	4.093	21.432	3.962	18.878	8.41
ENSG00000165379.9	LRFN5	protein_coding	chr14	42076773	42373752	+	6140	0.042	0.159	0.036	0.187	0	0.142	0.006	0.036	0	0.071	0.006	0.092
ENSG00000165383.6	LRRC18	protein_coding	chr10	50117528	50143242	-	1784	0.164	0	0.143	0.083	0.103	0.184	0.378	0.159	0.336	0.087	0.198	0.079
ENSG00000165388.8	ZNF488	protein_coding	chr10	48355024	48373866	+	4442	0.008	0	0.033	0.008	0	0.008	0	0.021	0	0	0.009	0.016
ENSG00000165389.6	SPTSSA	protein_coding	chr14	34901995	34931562	-	2777	8.155	8.071	7.199	7.608	5.981	6.865	7.124	7.736	6.893	8.374	7.461	7.989
ENSG00000165392.5	WRN	protein_coding	chr8	30891317	31031285	+	5634	4.747	11.504	5.1	11.079	5.462	10.229	4.912	17.117	5.519	16.609	7.041	15.462
ENSG00000165406.11	MARCH8	protein_coding	chr10	45950035	46090354	-	7537	15.358	5.399	15.654	5.793	24.351	11.496	23.827	5.125	23.052	5.036	23.912	11.765
ENSG00000165409.11	TSHR	protein_coding	chr14	81421333	81612646	+	5519	0.053	0.039	0.02	0.027	0.059	0.007	0.007	0	0.007	0	0	0.006
ENSG00000165410.10	CFL2	protein_coding	chr14	35179593	35184029	-	3561	3.822	5.581	3.958	6.016	4.755	4.76	6.023	8.197	5.06	8.844	5.278	4.797
ENSG00000165416.10	SUGT1	protein_coding	chr13	53226844	53275044	+	15102	4.661	5.199	4.413	4.52	5.248	5.235	4.053	3.807	4.343	3.795	5.933	5.599
ENSG00000165417.7	GTF2A1	protein_coding	chr14	81641796	81687721	-	6819	9.544	12.004	9.383	12.225	11.644	13.46	10.726	13.183	10.982	13.659	12.662	17.219
ENSG00000165424.6	ZCCHC24	protein_coding	chr10	81142081	81205383	-	5051	0.333	0.273	0.433	0.3	1.151	0.866	0.651	0.28	0.623	0.241	1.175	0.877
ENSG00000165434.6	PGM2L1	protein_coding	chr11	74041363	74109518	-	8515	1.62	0.609	1.792	0.63	4.822	2.012	2.942	0.488	2.437	0.433	5.402	2.223
ENSG00000165449.7	SLC16A9	protein_coding	chr10	61410523	61495760	-	4425	0.62	5.614	0.905	6.045	0.094	3.995	0.394	5.594	0.516	6.229	0.64	3.46
ENSG00000165457.9	FOLR2	protein_coding	chr11	71927645	71932994	+	1415	0.388	0.026	0.36	0	0.326	0.026	0.336	0.022	0.238	0	0.056	0.025
ENSG00000165458.9	INPPL1	protein_coding	chr11	71934745	71950149	+	6519	29.233	10.064	26.981	9.915	25.358	14.773	26.642	4.917	26.985	4.223	28.171	12.216
ENSG00000165474.5	GJB2	protein_coding	chr13	20761609	20767037	-	2427	0.558	0.194	0.51	0.29	0.095	0.33	0.082	0.194	0.154	0.167	0.032	0.234
ENSG00000165475.9	CRYL1	protein_coding	chr13	20977806	21099996	-	1761	3.116	1.462	3.309	1.744	6.602	4.223	3.377	0.857	2.914	1.01	3.662	2.013
ENSG00000165476.8	REEP3	protein_coding	chr10	65281123	65384883	+	5205	3.88	4.522	4.1	4.571	5.673	5.343	4.341	5.004	4.563	5.259	6.458	6.162
ENSG00000165480.11	SKA3	protein_coding	chr13	21727734	21750741	-	3048	3.349	3.046	2.975	2.428	0.106	0.287	1.028	0.846	0.909	0.86	0.206	0.14
ENSG00000165487.9	MICU2	protein_coding	chr13	22066836	22178353	-	3639	20.67	18.727	20.434	17.905	23.721	21.686	21.995	18.376	20.939	18.21	23.51	22.108
ENSG00000165490.8	C11orf82	protein_coding	chr11	82611017	82669319	+	5339	1.898	2.853	1.951	2.474	0.855	1.761	1.626	2.009	1.628	2.251	1.23	2.031
ENSG00000165494.6	PCF11	protein_coding	chr11	82868030	82898493	+	8703	23.086	18.603	22.879	18.727	27.428	21.461	34.091	23.68	34.276	22.383	33.57	25.761
ENSG00000165501.12	LRR1	protein_coding	chr14	50065415	50081390	+	2359	6.87	8.641	6.283	6.854	5.515	6.582	4.016	6.507	4.065	5.848	5.15	6.836
ENSG00000165502.6	RPL36AL	protein_coding	chr14	50085237	50087403	-	746	204.499	274.834	195.257	249.475	220.168	219.582	158.097	201.585	156.523	199.705	178.191	208.515
ENSG00000165506.10	DNAAF2	protein_coding	chr14	50091892	50101948	-	2963	7.285	11.726	7.767	11.226	6.991	10.875	7.533	13.259	7.383	13.81	8.93	12.906
ENSG00000165507.8	C10orf10	protein_coding	chr10	45466429	45474258	-	2979	0.209	2.508	0.33	2.372	0.015	0.82	0.067	1.89	0.101	1.876	0.106	0.274
ENSG00000165511.4	C10orf25	protein_coding	chr10	45493146	45496336	-	3078	1.034	1.037	1.183	0.962	0.585	0.568	1.61	0.971	1.266	1.115	0.907	0.622
